os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
MI10_13  ;RO;/apis/cloud/maintenanceInformation/specifica;Firefox   ;431;31-50;F;0;1883
IOS15_4  ;SE;/sdk/mobile/myport/specification            ;Firefox   ;748;31-50;F;1;1883
A10      ;DE;/apis/onSite/pGateway/introduction          ;Firefox   ;303;31-50;F;1;1883
A8_1_0   ;BH;/apis/cloud/liveVisualization/introduction  ;Firefox   ;519;18-30;F;0;1883
IOS15_4  ;SK;/                                           ;Firefox   ;500;18-30;M;1;1883
IOS14_6  ;RO;/                                           ;Firefox   ;484;31-50;M;1;1883
IOS15_5  ;RU;/apis/cloud/maintenanceInformation/specifica;Firefox   ;448;18-30;M;0;1883
A9       ;ES;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Firefox   ;205;31-50;F;1;1883
LX       ;ZW;/news                                       ;Firefox   ;349;31-50;F;1;1883
W10      ;MX;/packages                                   ;Firefox   ;225;18-30;M;0;1883
MI10_13  ;MX;/packages                                   ;Firefox   ;479;51+  ;F;1;1883
IOS14_6  ;BA;/apis/cloud/liveVisualization/specification ;Firefox   ;556;31-50;F;0;1883
IOS15_6_1;NP;/                                           ;Firefox   ;397;18-30;M;0;1883
IOS14_7_1;TH;/                                           ;Firefox   ;341;31-50;F;0;1883
W8_1     ;CN;/packages                                   ;Firefox   ;315;51+  ;M;1;1883
IOS15_5  ;IR;/packages                                   ;Firefox   ;921;51+  ;F;1;1883
A8_0_0   ;CZ;/                                           ;Firefox   ;239;18-30;F;1;1883
A13      ;VE;/apis/cloud/maintenanceInformation/introduct;Firefox   ;185;31-50;F;1;1883
W7       ;KR;/news                                       ;Firefox   ;252;31-50;M;0;1883
IOS15_6_1;RU;/apis/cloud/robot/specification             ;Firefox   ;497;18-30;M;1;1883
MI10_13  ;RU;/getting-started                            ;Firefox   ;83;51+  ;M;1;1883
IOS14_7_1;SK;/                                           ;Firefox   ;262;51+  ;M;1;1883
A8_0_0   ;RS;/                                           ;Firefox   ;177;51+  ;F;1;1883
A9       ;BR;/                                           ;Firefox   ;281;51+  ;M;0;1883
A12      ;US;/                                           ;Firefox   ;425;31-50;F;0;1883
W7       ;TR;/                                           ;Firefox   ;573;31-50;M;0;1883
A6       ;JP;/news                                       ;Firefox   ;287;18-30;F;1;1883
A8_0_0   ;MT;/apis/onSite/pGateway/introduction          ;Firefox   ;621;31-50;M;1;1883
A8_1_0   ;MA;/news                                       ;Firefox   ;233;51+  ;F;1;1883
IOS15_2  ;MY;/cookie-policy                              ;Firefox   ;197;51+  ;F;0;1883
IOS15_5  ;JP;/                                           ;Firefox   ;355;18-30;F;0;1883
MI10_13  ;PK;/apis/cloud/liveVisualization/introduction  ;Firefox   ;1105;18-30;M;1;1883
A6       ;GR;/news                                       ;Firefox   ;290;51+  ;M;0;1883
W8_1     ;TH;/apis/cloud/statusIndicators/specification  ;Firefox   ;1216;51+  ;F;1;1883
A12      ;BE;/news                                       ;Firefox   ;314;18-30;F;0;1883
MI10_14  ;GR;/apis/cloud/robot/introduction              ;Firefox   ;169;18-30;F;1;1883
A12      ;BR;/                                           ;Firefox   ;298;31-50;F;1;1883
IOS8_3   ;AU;/news                                       ;Firefox   ;807;18-30;M;0;1883
A12      ;SK;/apis/cloud/statusIndicators/introduction   ;Opera     ;281;31-50;M;1;1883
IOS15_4  ;JP;/packages                                   ;Opera     ;72;31-50;M;1;1883
MI10_13  ;ID;/terms-conditions                           ;Opera     ;205;51+  ;F;0;1883
MI10_13  ;VN;/                                           ;Opera     ;869;51+  ;F;1;1883
A10      ;NZ;/                                           ;Opera     ;347;18-30;F;1;1883
IOS15_6  ;BG;/security                                   ;Opera     ;214;51+  ;F;1;1883
IOS15_4_1;US;/getting-started                            ;Opera     ;292;18-30;F;0;1883
IOS15_6_1;IL;/packages                                   ;Opera     ;229;31-50;F;1;1883
IOS15_2  ;BA;/packages                                   ;Opera     ;418;31-50;F;1;1883
IOS14_7  ;IO;/apis/onSite/pGateway/introduction          ;Opera     ;393;18-30;M;0;1883
W8_1     ;VN;/                                           ;Opera     ;354;31-50;F;0;1883
IOS15_3  ;HR;/news                                       ;Opera     ;592;51+  ;M;1;1883
A9       ;IR;/news                                       ;Opera     ;157;31-50;F;0;1883
IOS15_3  ;IE;/packages                                   ;Opera     ;493;51+  ;M;0;1883
IOS15_7  ;ID;/apis/onSite/pGateway/specification         ;Opera     ;284;18-30;F;1;1883
A9       ;GE;/privacy-policy                             ;Opera     ;344;51+  ;M;0;1883
A9       ;PL;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Opera     ;143;31-50;M;1;1883
IOS16_0  ;DE;/packages                                   ;Opera     ;646;31-50;M;0;1883
IOS15_7  ;BA;/terms-conditions                           ;Opera     ;258;31-50;F;0;1883
W7       ;BG;/                                           ;Opera     ;142;51+  ;F;0;1883
IOS15_5  ;NP;/sdk/mobile/myport/specification            ;Opera     ;725;51+  ;F;0;1883
A13      ;EG;/news                                       ;Opera     ;770;51+  ;F;1;1883
A9       ;IE;/news                                       ;Opera     ;244;18-30;F;1;1883
IOS8_3   ;BA;/apis/cloud/maintenanceInformation/specifica;Opera     ;370;31-50;F;1;1883
A13      ;NO;/                                           ;Opera     ;180;51+  ;F;1;1883
IOS15_6  ;GR;/privacy-policy                             ;Opera     ;1025;51+  ;M;0;1883
A8_1_0   ;ZW;/apis/cloud/robot/specification             ;Opera     ;448;51+  ;F;0;1883
IOS13_2_3;SK;/apis/cloud/statusIndicators/specification  ;Opera     ;312;31-50;F;1;1883
A6       ;KR;/apis/cloud/maintenanceInformation/specifica;Opera     ;471;51+  ;F;1;1883
A11      ;BA;/news                                       ;Opera     ;926;18-30;F;1;1883
IOS15_6  ;CN;/apis/onSite/pGateway/deployment            ;Opera     ;345;18-30;F;1;1883
IOS15_6  ;CN;/                                           ;Opera     ;300;18-30;F;1;1883
IOS15_2  ;IT;/apis/cloud/maintenanceInformation/introduct;Opera     ;219;51+  ;F;1;1883
A10      ;BH;/                                           ;Opera     ;323;31-50;M;0;1883
A6       ;CN;/apis/cloud/liveVisualization/introduction  ;Opera     ;239;18-30;M;0;1883
A8_0_0   ;EG;/security                                   ;Opera     ;386;18-30;F;1;1883
A11      ;HU;/packages                                   ;Opera     ;563;18-30;M;0;1883
IOS15_4  ;UA;/apis/cloud/maintenanceInformation/specifica;Opera     ;488;31-50;F;0;1883
IOS15_6_1;GB;/                                           ;Opera     ;188;51+  ;F;0;1883
IOS15_6_1;SI;/apis/cloud/liveVisualization/introduction  ;Opera     ;832;51+  ;M;1;1883
A6       ;ZW;/sdk/mobile/myport/specification            ;Opera     ;418;51+  ;M;1;1883
IOS14_6  ;FI;/packages                                   ;Opera     ;760;18-30;F;0;1883
IOS15_4_1;TR;/sdk/mobile/myport/introduction             ;Opera     ;268;18-30;M;1;1883
IOS15_4_1;MX;/getting-started                            ;Opera     ;431;51+  ;M;0;1883
A6       ;AR;/                                           ;Opera     ;148;51+  ;F;1;1883
A8_1_0   ;CR;/apis/cloud/liveVisualization/introduction  ;Opera     ;133;31-50;F;1;1883
IOS11_0  ;ES;/apis/cloud/maintenanceInformation/introduct;Opera     ;474;31-50;F;1;1883
IOS15_6  ;IE;/sdk/mobile/myport/introduction             ;Opera     ;538;31-50;M;1;1883
W8_1     ;PL;/                                           ;Opera     ;707;18-30;F;0;1883
IOS14_7  ;US;/sdk/mobile/myport/specification            ;Opera     ;194;31-50;F;1;1883
MI10_13  ;SI;/                                           ;Opera     ;525;51+  ;M;1;1883
MI10_15  ;CZ;/news                                       ;Opera     ;205;31-50;F;1;1883
IOS15_3_1;ID;/getting-started                            ;Opera     ;460;51+  ;M;1;1883
LX       ;ZA;/news                                       ;Opera     ;590;18-30;F;1;1883
A13      ;GE;/apis/cloud/statusIndicators/specification  ;Opera     ;357;31-50;F;0;1883
IOS15_5  ;SI;/packages                                   ;Safari    ;240;18-30;F;1;1883
A8_1_0   ;CA;/apis/cloud/statusIndicators/introduction   ;Safari    ;827;31-50;M;1;1883
MI10_13  ;MA;/apis/cloud/maintenanceInformation/specifica;Safari    ;675;51+  ;M;0;1883
A8_1_0   ;BH;/news                                       ;Safari    ;1244;51+  ;M;0;1883
IOS15_6_1;HU;/apis/onSite/pGateway/introduction          ;Safari    ;262;31-50;F;0;1883
IOS15_4_1;CH;/getting-started                            ;Safari    ;373;31-50;F;0;1883
IOS15_3_1;EE;/apis/cloud/robot/introduction              ;Safari    ;418;51+  ;F;1;1883
IOS15_7  ;GR;/apis/onSite/pGateway/introduction          ;Safari    ;540;18-30;F;0;1883
IOS14_7  ;MX;/                                           ;Safari    ;399;51+  ;F;1;1883
IOS14_7  ;KR;/apis/cloud/liveVisualization/specification ;Safari    ;879;51+  ;M;1;1883
MI10_15  ;IE;/apis/cloud/statusIndicators/introduction   ;Safari    ;226;18-30;M;1;1883
A8_0_0   ;SK;/security                                   ;Safari    ;330;18-30;M;1;1883
A13      ;PE;/                                           ;Safari    ;194;51+  ;M;0;1883
IOS15_4  ;PK;/apis/cloud/robot/specification             ;Safari    ;378;31-50;M;1;1883
W8_1     ;CH;/packages                                   ;Safari    ;639;51+  ;M;1;1883
W8_1     ;CH;/apis/cloud/maintenanceInformation/introduct;Safari    ;654;51+  ;M;1;1883
LX       ;PE;/                                           ;Safari    ;314;31-50;F;1;1883
W8_1     ;IO;/                                           ;Safari    ;304;18-30;M;1;1883
IOS14_6  ;IE;/                                           ;Safari    ;772;31-50;F;0;1883
IOS15_7  ;UA;/apis/cloud/liveVisualization/specification ;Safari    ;442;51+  ;M;1;1883
IOS15_4_1;AE;/getting-started                            ;Safari    ;131;18-30;F;1;1883
MI10_14  ;RO;/news                                       ;Safari    ;529;51+  ;M;0;1883
W8_1     ;PK;/apis/cloud/robot/introduction              ;Safari    ;246;51+  ;M;1;1883
IOS13_2_3;CN;/                                           ;Safari    ;350;51+  ;F;1;1883
A11      ;HR;/getting-started                            ;Safari    ;422;31-50;F;1;1883
IOS15_2  ;KR;/legal-notice                               ;Safari    ;402;18-30;M;1;1883
IOS15_3_1;RS;/sdk/mobile/myport/introduction             ;Safari    ;223;31-50;F;1;1883
A8_1_0   ;CH;/apis/cloud/robot/introduction              ;Safari    ;229;51+  ;F;0;1883
A11      ;ES;/sdk/mobile/myport/specification            ;Safari    ;442;18-30;M;1;1883
A8_1_0   ;NO;/packages                                   ;Safari    ;474;18-30;M;1;1883
IOS14_7_1;JP;/                                           ;Safari    ;382;51+  ;M;1;1883
IOS16_0  ;IE;/getting-started                            ;Safari    ;127;31-50;M;1;1883
A6       ;AR;/news                                       ;Safari    ;206;18-30;F;0;1883
MI10_13  ;GR;/apis/cloud/robot/introduction              ;Safari    ;273;18-30;F;1;1883
A8_0_0   ;MX;/getting-started                            ;Safari    ;259;51+  ;F;1;1883
IOS13_2_3;MX;/getting-started                            ;Safari    ;254;51+  ;M;0;1883
IOS14_7  ;IL;/apis/cloud/statusIndicators/introduction   ;Safari    ;512;51+  ;F;0;1883
IOS15_2  ;MY;/getting-started                            ;Safari    ;559;31-50;M;1;1883
A8_1_0   ;DK;/                                           ;Safari    ;548;51+  ;F;1;1883
IOS13_2_3;PE;/news                                       ;Safari    ;474;18-30;M;0;1883
A12      ;CN;/apis/cloud/liveVisualization/specification ;Safari    ;640;18-30;M;0;1883
A13      ;US;/security                                   ;Safari    ;433;18-30;M;1;1883
IOS11_0  ;NO;/apis/cloud/maintenanceInformation/introduct;Safari    ;320;51+  ;F;1;1883
IOS15_3_1;IT;/sdk/mobile/myport/introduction             ;Safari    ;1087;31-50;M;0;1883
IOS15_7  ;AE;/                                           ;Safari    ;503;51+  ;M;1;1883
IOS15_4_1;UA;/getting-started                            ;Safari    ;374;18-30;F;0;1883
IOS8_3   ;IO;/                                           ;Safari    ;170;18-30;F;1;1883
IOS13_2_3;PT;/                                           ;Safari    ;367;51+  ;M;0;1883
A8_0_0   ;BA;/sdk/mobile/myport/introduction             ;Safari    ;647;18-30;F;1;1883
IOS11_0  ;CN;/apis/cloud/maintenanceInformation/introduct;Safari    ;313;51+  ;F;0;1883
A12      ;HR;/apis/onSite/pGateway/introduction          ;Safari    ;611;18-30;M;0;1883
IOS14_6  ;BA;/news                                       ;Safari    ;424;51+  ;M;1;1883
IOS14_7_1;GE;/apis/cloud/liveVisualization/introduction  ;Safari    ;556;18-30;F;1;1883
A10      ;SI;/                                           ;Safari    ;542;18-30;F;0;1883
LX       ;CR;/legal-notice                               ;Safari    ;123;31-50;F;0;1883
A9       ;MA;/news                                       ;Safari    ;190;31-50;M;1;1883
A12      ;NP;/                                           ;Safari    ;862;31-50;F;0;1883
A8_0_0   ;CR;/getting-started                            ;Safari    ;846;51+  ;F;0;1883
A11      ;DK;/                                           ;Chrome    ;165;51+  ;M;1;1884
A9       ;PL;/security                                   ;Chrome    ;319;31-50;F;1;1884
MI10_14  ;PK;/sdk/mobile/myport/specification            ;Chrome    ;456;31-50;M;0;1884
IOS15_3_1;ZA;/apis/cloud/maintenanceInformation/specifica;Chrome    ;597;31-50;M;0;1884
IOS13_2_3;SK;/packages                                   ;Chrome    ;318;18-30;M;0;1884
A11      ;SK;/                                           ;Chrome    ;528;18-30;F;1;1884
IOS11_0  ;PL;/news                                       ;Chrome    ;252;31-50;F;1;1884
IOS15_2  ;GE;/packages                                   ;Chrome    ;529;18-30;M;0;1884
LX       ;HR;/apis/onSite/pGateway/specification         ;Chrome    ;301;18-30;M;0;1884
IOS14_7  ;GE;/packages                                   ;Chrome    ;250;51+  ;F;0;1884
A9       ;FR;/news                                       ;Chrome    ;125;18-30;M;0;1884
A8_0_0   ;CR;/packages                                   ;Chrome    ;214;18-30;F;1;1884
IOS15_6_1;AE;/news                                       ;Chrome    ;480;51+  ;M;1;1884
A6       ;RS;/apis/onSite/pGateway/specification         ;Chrome    ;959;18-30;F;0;1884
IOS15_3_1;BH;/packages                                   ;Chrome    ;138;51+  ;F;0;1884
IOS15_4  ;FR;/apis/onSite/pGateway/specification         ;Chrome    ;1145;31-50;F;0;1884
MI10_13  ;BE;/packages                                   ;Chrome    ;393;31-50;M;0;1884
IOS11_0  ;RS;/apis/cloud/statusIndicators/introduction   ;Chrome    ;991;18-30;F;0;1884
W7       ;ZW;/                                           ;Chrome    ;379;31-50;M;1;1884
IOS8_3   ;RU;/                                           ;Chrome    ;846;51+  ;F;0;1884
W8_1     ;IT;/apis/cloud/liveVisualization/introduction  ;Chrome    ;212;18-30;M;1;1884
W10      ;GB;/getting-started                            ;Chrome    ;222;18-30;F;1;1884
IOS15_4  ;GB;/                                           ;Chrome    ;394;51+  ;M;0;1884
IOS14_7_1;MX;/apis/onSite/pGateway/introduction          ;Chrome    ;358;31-50;M;1;1884
MI10_14  ;NP;/                                           ;Chrome    ;472;31-50;F;0;1884
IOS13_2_3;RS;/packages                                   ;Chrome    ;734;18-30;M;0;1884
W7       ;NL;/apis/onSite/pGateway/introduction          ;Chrome    ;200;51+  ;F;0;1884
IOS15_6_1;MT;/apis/cloud/maintenanceInformation/specifica;Chrome    ;641;18-30;M;0;1884
IOS14_7  ;PK;/sdk/mobile/myport/introduction             ;Chrome    ;458;31-50;M;0;1884
A10      ;CR;/apis/cloud/statusIndicators/specification  ;Chrome    ;572;51+  ;F;0;1884
A11      ;BR;/packages                                   ;Chrome    ;322;18-30;F;0;1884
IOS14_7  ;EG;/packages                                   ;Chrome    ;510;31-50;M;0;1884
A12      ;AE;/news                                       ;Chrome    ;594;18-30;M;1;1884
